2018-11-05 00:00:00,6436.965
2018-11-06 00:00:00,6445.354166666667
2018-11-07 00:00:00,6538.79
2018-11-08 00:00:00,6486.251666666667
2018-11-09 00:00:00,6411.280833333333
2018-11-10 00:00:00,6399.033333333333
2018-11-11 00:00:00,6378.268333333333
2018-11-12 00:00:00,6401.936666666667
2018-11-13 00:00:00,6372.063333333333
2018-11-14 00:00:00,6176.155
2018-11-15 00:00:00,5615.179999999999
2018-11-16 00:00:00,5596.1925
2018-11-17 00:00:00,5558.243333333333
2018-11-18 00:00:00,5606.044166666667
2018-11-19 00:00:00,5303.9425
2018-11-20 00:00:00,4671.97
2018-11-21 00:00:00,4533.680833333334
2018-11-22 00:00:00,4548.7975
2018-11-23 00:00:00,4309.337500000001
2018-11-24 00:00:00,4293.840833333333
2018-11-25 00:00:00,3823.5116666666668
2018-11-26 00:00:00,3920.5366666666664
2018-11-27 00:00:00,3751.6683333333344
2018-11-28 00:00:00,4103.453846153846
2018-11-29 00:00:00,4263.783333333334
2018-11-30 00:00:00,4106.871666666667
2018-12-01 00:00:00,4116.777499999999
2018-12-02 00:00:00,4167.546666666666
2018-12-03 00:00:00,3967.5241666666666
2018-12-04 00:00:00,3961.493333333334
2018-12-05 00:00:00,3858.3491666666664
2018-12-06 00:00:00,3742.943333333334
2018-12-07 00:00:00,3405.6433333333334
2018-12-08 00:00:00,3435.34
2018-12-09 00:00:00,3528.8033333333333
2018-12-10 00:00:00,3523.9600000000005
2018-12-11 00:00:00,3426.19
2018-12-12 00:00:00,3462.0399999999995
2018-12-13 00:00:00,3406.7625000000007
2018-12-14 00:00:00,3278.3741666666665
2018-12-15 00:00:00,3225.299166666667
2018-12-16 00:00:00,3271.238333333333
2018-12-17 00:00:00,3392.405
2018-12-18 00:00:00,3567.47
2018-12-19 00:00:00,3808.0424999999996
2018-12-20 00:00:00,3982.850833333334
2018-12-21 00:00:00,4015.6091666666666
2018-12-22 00:00:00,3910.973333333333
2018-12-23 00:00:00,4027.478333333334
2018-12-24 00:00:00,4178.590833333333
2018-12-25 00:00:00,3813.879999999999
2018-12-26 00:00:00,3825.3791666666675
2018-12-27 00:00:00,3747.839166666666
2018-12-28 00:00:00,3743.905
2018-12-29 00:00:00,3912.285833333334
2018-12-30 00:00:00,3832.9216666666666
2018-12-31 00:00:00,3791.5458333333336
2019-01-01 00:00:00,3752.271666666667
2019-01-02 00:00:00,3867.138333333334
2019-01-03 00:00:00,3865.7975
